,Country,Days,CumConfirmed,CumConfirmed_per_million,CumDeaths,CumRecovered,smoothed_cumulative_testing_count,SmoothedCumTesting_per_thousand,Population,Pop_Density,Land_Area_Kmsq,HealthCapacityScore,RecoveryRate,FatalityRate,Active,Population Interval,Health Capacity Score Interval
20,Bolivia,213,0.179702329510633,2.6381680798538985,0.38839389839996263,0.16109834341146764,0.025817615852696835,0.1869409469588571,0.080866894464888,0.0034175052211885323,0.6614811414807068,0.40469973890339433,7.3,2.0689655172413794,0.06495776000331488,10-50m, less than 10
21,Bosnia and Herzegovina,217,0.04101229215605739,2.142201554679658,0.044689088958343046,0.038201013753412255,0.0,0.0,0.022558958581410684,0.023542813745965445,0.03114087314247919,1.906005221932115,7.6,1.0344827586206897,0.014912473105978548,1-10m,10 to 20
22,Botswana,187,0.004551738613851122,0.3313152474529757,0.0009329663665624854,0.0013535542382512524,0.0,0.0,0.01610305254394399,0.0007594456047085627,0.346054548033571,0.731070496083551,2.4,0.3448275862068966,0.005947423961475286,1-10m, less than 10
23,Brazil,197,5.824335022473643,4.696113568688428,6.334515090730979,6.184678115122566,0.523554361332787,0.20818670818086205,1.4765996351485409,0.008733624454148471,5.103624508445418,7.193211488250654,8.7,1.0344827586206897,1.0400673065533361,100-500m,50 to 65
24,Brunei,219,0.00018787420979459515,0.07397956458081796,0.0001399449549843728,0.0002269147198944069,0.0,0.0,0.0028037993973340372,0.03075754699069679,0.0032173427045181836,5.0,9.7,0.6896551724137931,0.0,< 1m,35 to 50
25,Bulgaria,216,0.0344535387079178,0.8493379679511711,0.04333628772682745,0.02616501270167046,0.04810296426372504,0.5851346095367028,0.04804115046055925,0.023542813745965445,0.06628800657805838,6.501305483028721,6.2,1.0344827586206897,0.020659472708282573,1-10m,50 to 65
26,Burkina Faso,212,0.0029839607252203633,0.023843292861045248,0.002938844054671829,0.0025087564486227787,0.0,0.0,0.14499749353821087,0.02809948737421682,0.16706429049411095,0.07832898172323761,6.8999999999999995,1.0344827586206897,0.0014862930005958685,10-50m, less than 10
27,Burma,192,0.02595385031996921,0.08112450965038263,0.02197135793254653,0.00917497140160462,0.0253992309372548,0.03945617863607434,0.37779651672592746,0.03075754699069679,0.398909583999237,2.545691906005222,2.9,0.6896551724137931,0.031029744326076473,50-100m,20 to 35
28,Burundi,176,0.0006828255762879424,0.009233783049035061,4.664831832812427e-05,0.0007886476628497918,0.0,0.0,0.08237988367103362,0.17505221188532372,0.015680042381727547,0.11749347258485639,9.399999999999999,0.0,6.755877275435765e-05,10-50m, less than 10
29,Cabo Verde,185,0.009547896910181874,2.943728447014212,0.0036852171479218173,0.009949337718447072,0.0,0.0,0.0036271776794200893,0.05164230112018226,0.002460177217024817,0.7571801566579636,8.5,0.3448275862068966,0.0022992502327399723,< 1m, less than 10
30,Cambodia,208,0.00036408726173987063,0.003112649348230705,0.0,0.0004395480937814735,0.0,0.0,0.11592546183774402,0.035314220618948164,0.10778556023132384,2.402088772845953,9.8,0.0,1.125979545905961e-05,10-50m,10 to 20
31,Cameroon,213,0.027778173681285004,0.17873562200444693,0.019732238652796566,0.03192198195885163,0.0,0.0,0.18420148027932484,0.020505031327131194,0.2886443067963724,3.550913838120105,9.399999999999999,0.6896551724137931,0.0020267631826307296,10-50m,20 to 35
32,Canada,234,0.24885169987289335,1.129541230386149,0.45337500583103973,0.2571657843703997,0.6821584570175491,1.5276721309120873,0.2619918644670212,0.0007594456047085627,5.552654173395416,5.587467362924282,8.4,1.724137931034483,0.04566973038194577,10-50m,35 to 50
33,Central African Republic,186,0.006287955449194278,0.22260485387383108,0.0028921957363437045,0.0030530344131247476,0.0,0.0,0.03332084928314074,0.002278336814125688,0.38040177276865317,0.18276762402088775,4.0,0.3448275862068966,0.006458618675316592,1-10m, less than 10
34,Chad,191,0.0017193729406719158,0.017322511364042923,0.0042916452861874324,0.001777234169802348,0.0,0.0,0.1138890339353433,0.004176950825897095,0.7688887295856126,0.039164490861618814,8.4,2.4137931034482762,0.00026122725465018294,10-50m, less than 10
